post,words,words_count,hashtags,hashtags_count,label
"







             



			    	    












 








",,0,sowysazajebiste,1,0
"







            Pol godziny po ataku na amerykanskie bazy w TVN  dalej mysla nad tym w jaki sposob iran odpowie Jakby wybuchla wojna w polsce to predzej zobaczycie ja w oknie niz nasze media sie kapna ze cos sie dzieje
  



			    	    












 








",Pol godzina atak amerykanskie baza TVN daleko mysla nad ten jaki sposob Iran odpowiedzieć jakby wybuchla wojna Polska predzej zobaczyć okno niz nasz media si kapna cos si dziać,29,iran usa,2,0
"







            Spaliłem bucha a Wy już dobrze wiecie co tu się będzie zaraz działo ʘʘ 

  Dzisiaj  i  snickersa


   



			    	    












 








",spalić buchać już dobrze wiedzieć się być zaraz dziać dzisiaj snickersa,11,kuchnia wykopjointclub gastrofaza,3,0
"







            Kto idzie spać daje plusa Proszę potem nas zawołać rano bo szkoda być nie na bieżąco 
 


			    	    












 








",kto id spać dawać plus prosić potem my zawołać rano szkoda bycie nie bieżąco,14,iran,1,0
"







            Mieszkańcy Wrocławia kiedy w gorących multum jebnięć ale nie z Wrocławia

     
 



			    	    












 








",mieszkaniec Wrocław kiedy gorący multum jebnąć ale nie Wrocław,9,iran usa wroclaw heheszki,4,0
"







            Kto czeka jeszcze na mocną odpowiedz USA daje plusa Pamiętajcie że wg radarów bombowce strategiczne USA są w drodze

      


			    	    












 








",kto czekać jeszcze mocny odpowiedzieć USA dawać plus pamiętać radar bombowiec strategiczny USA droga,14,iran iran usa wojna iiiws bliskiwschod,6,0
"







            Nie spodziewaleś się pana himalaisty 
 



			    	    












 








",nie spodziewaleś się pan himalaista,5,iran,1,0
"







            Wkurza mnie to podśmiechiwanie z hehe jak to mężczyzna PIERWSZĄ DAMĄ hehe Chryste Mąż prezydenta bądź pani prezydent byłby pierwszym dżentelmenem 
Język polski jest gotowy na sytuacje na które nie są gotowe zakute łby prawaków   ʖ 

  


			    	    












 








",wkurzać miąć podśmiechiwać hehe jak mężczyzna pierwszy dama hehe Chryste mąż prezydent bądź pani prezydent być pierwszy dżentelmen język polski być gotowy sytuacja który nie gotowy zakuty łeb praWaki,29,bekazprawakow jezykpolski,2,0
"







            Uwaga Francja podpisała kapitulację Południe kraju zmienia się w Francuski Kalifat ze stolicą w Vichy
  


			    	    












 








",uwaga Francja podpisać kapitulacja południ kraj zmieniać się francuski kalifat stolica vichy,12,wojna iran,2,0
"







            trochę zimno   



			    	    












 








",trochę zimno,2,heheszki pogoda,2,0
"







               

U was wszystko w porządku  Środa  stycznia  Imieniny Seweryna Mścisława Juliusza Słońce podniesie się dziś o  Korzystajmy bo dziś poświeci przez  godzin i  minut w zenicie znajdzie się o  po czym zacznie opadać aż schowa się za horyzontem o  Ciemna noc zapadnie o  ale gwiazd można wypatrywać od   



			    	    












 








",wy wszystek porządek środa styczeń imieniny Seweryn Mścisława Juliusz słońce podnieść się dziś korzystać dziś poświecić przez godzina minuta zenit znajść się czy zacząć opadać schować się horyzont ciemny noc zapadni ale gwiazda możny wypatrywać,35,contentnadzis codziennaafrica totoafrica dziendobry,4,0
"







             



			    	    












 








",,0,iran,1,0
"







            Ale się Mirko pozmieniało Pamiętacie te czasy jak tag  było zapchany każdego wieczoru pytaniami o tę jasną kropkę na południu Wenus zaczęła bić po oczach już tydzień temu a na Mirko cisza Nic straconego Wenus będzie coraz wcześniej i coraz lepiej widoczna aż do kwietnia W maju przypomni sobie że ma się trzymać bliżej Słońca i w trymiga ucieknie z wieczornego nieba Od lipca ranne ptaszki będą mogły śledzić ją po drugiej stronie nieba o wschodzie Słońca Ale to czeka nas dopiero za pół roku

Tymczasem w redakcji    ʖ  zmiany zmiany zmiany Zmuszony sytuacją ekonomiczną dokonałem przeprowadzki chociaż wciąż w obrębie Krakowa Istnieją niezerowe szanse na zatrudnienie za granicą więc zmieniły się też priorytety Zbieram ekipę z różnych krajów żeby zbudować sieć obserwatorów rozrzuconych po świecie i tym samym móc obserwować więcej ciekawych obiektów naraz Jednym z ważniejszych wątków współpracy jest umożliwienie studentom dojścia do pracy naukowej już w pierwszych etapach studiowania Wyobrażam sobie że grupy studentów wyjeżdżałyby do obserwatoriów za granicę i vice versa pracowały przy danych oraz szkoliły się w procesie powstawania artykułów naukowych Chciałbym dać im możliwość bycia współautorem publikacji naukowych tak jak to jest na wielu zachodnich uczelniach Taki mam cel Czy się uda go osiągnąć Mam nadzieję

Sam spędziłem pół grudnia w obserwatorium na Słowacji zbierając dane Szczęśliwie udaje mi się zawiadywać już w tej chwili małą ale sprawną grupą operującą teleskopami w Polsce Czechach na Słowacji w Niemczech Włoszech oraz w Argentynie w Stanach i na Kanarach Niebawem czeka mnie wyjazd na Węgry i na Ukrainę żeby rozmawiać o rozszerzeniu mojej grupy o kolejnych ochotników Słowem robota jakoś idzie do przodu

Z takich naukowych wątków to uchylę rąbka tajemnicy jeszcze nie publikowane wyniki Po sprostowaniu kilku błędów w podręczniku do moich gwiazd udało mi się odtworzyć analitycznie drobne fenomeny obserwacyjne Do tej pory udowadniałem słuszność moich twierdzeń wyłącznie na bazie obserwacji i obliczeń numerycznych Teraz mam model analityczny czyli mogę przedstawić teorię za pomocą wzorów Model układów kontaktowych nabrał nowych pulchnych kształtów

Oprócz tego wczoraj wieczorem przy okazji analizy moich obserwacji z  i  roku przypadkowo odkryłem dwie nowe gwiazdy zmienne Nie wiem które to już na liście Straciłem rachubę Ich zmienność jest podobna do tej  W tej chwili mogę zdradzić tylko tyle że amplituda ich zmienności jest mała rzędu  magnitudo a krzywe blasku wyglądają tak jak dla gwiazd pulsujących lub dla układów podwójnych które orbitują pod bardzo małym nachyleniem względem obserwatora na Ziemi przez co nie widać zaćmień W takich układach zmienność bierze się z faktu że gwiazdy odkształcają się wzajemnie przez oddziaływanie grawitacyjne i przypominają kręcące się jajka Trzeba będzie zrobić obserwacje tych obiektów w wielu filtrach fotometrycznych żeby stwierdzić jaka jest ich faktyczna natura

Na koniec wiadomość o moim dawnym blogu Domena obserwatoreu okazała się być dla mnie za droga kupiłem wraz z hostingiem u nie tego dostawcy co trzeba co spowodowało przenosiny na nowy adres Mam zamiar uporządkować moje artykuły tak by były w jednym miejscu Tym miejscem jest  Strona jest w tej chwili bardziej dla mnie żebym przywrócił sobie nawyk systematycznego pisania Niemniej jeśli macie znajomych w szkołach lub w firmach które myślą o zamówieniu pogadanki okołoastronomicznej polecam się   ʖ  W obecnej sytuacji ekonomicznej łapię się każdej fuchy bowiem każde parę groszy się liczy Tym bardziej jeśli mam w spokoju przetrwać w rozpoczęcia kolejnego projektu badawczego jakoś na jesień

Jako ładny obrazek do wpisu zamieszczam moją fotkę obserwatorium na Słowacji gdzie byłem miesiąc temu

Czystego nieba

PS o Betelgezę się nie martwcie   ʖ   



			    	    












 








",ale się Mirka pozmieniać pamiętać czas jak tag być zapchać każdy wieczor pytanie jasny kropka południe wenus zacząć bicie oko już tydzień ten Mirka cisza nic stracony wenus być coraz wcześnie coraz dobrze widoczny kwietni maj przypomnieć soba się trzymać blisko słońce trymiga uciec wieczorny niebo lipiec ranny ptaszka być móc śledzić drugi strona niebo wschód słońce ale czekać my dopiero póła rok tymczasem redakcja zmiana zmiana zmiana zmusić sytuacja ekonomiczny dokonać przeprowadzka chociaż wciąż obręb Kraków istnieć niezerowy szansa zatrudnienie granica więc zmienić się tenże priorytet zbierać ekipa różny kraj żeby zbudować sieć obserwator rozrzucony świat ten sam móc obserwować dużo ciekawy obiekt naraz jeden ważny wątek współpraca być umożliwić student dojście praca naukowy już pierwszy etap studiować wyobrażać soba grupa student wyjeżdżać obserwatorium granica vice versa pracować przy dany oraz szkolić się proces powstawanie artykuł naukowy chcieć dać możliwość bycie współautor publikacja naukowy tak jak być wiele zachodni uczelnia taki mieć cel czy się udać osiągnąć mieć nadziać sam spędzić póła grudzień obserwatorium Słowacja zbierać dany szczęśliwie udawać się zawiadywać już ten chwila mały ale sprawny grupa operować teleskop Polska Czech Słowacja Niemcy Włochy oraz Argentyna stan kanar niebawem czekać miąć wyjazd węgier ukraina żeby rozmawiać rozszerzenie mój grupa kolejny ochotnik słowo robota jakoś id przód taki naukowy wątek uchylić rąbek tajemnica jeszcze nie publikować wynik sprostowanie kilka błąd podręcznik mój gwiazda udać się odtworzyć analitycznie drobny fenomen obserwacyjny ten por udowadniać słuszność mój twierdzenie wyłącznie bazia obserwacja obliczenie numeryczny teraz mieć model analityczny czyli móc przedstawić teoria pomoc wzór model układ kontaktowy nabrać nowy pulchny kształt oprócz ten wczoraj wieczor przy okazja analiza mój obserwacja rok przypadkowo odkryć dwa nowy gwiazda zmienny nie wiedzieć który już liście stracić rachuba on zmienność być podobny ten ten chwila móc zdradzić tylko tyli amplituda on zmienność być mały rząd magnitudo krzywy blask wyglądać tak jak dla gwiazda pulsujący lub dla układ podwójny który orbitować pod bardzo mały nachylenie wzgląd obserwator ziemia przez nie widać zaćmienie taki układ zmienność brać się fakt gwiazda odkształcać się wzajemnie przez oddziaływanie grawitacyjny przypominać kręcić się jajko trzeba być zrobić obserwacja ten obiekt wiele filtr fotometryczny żeby stwierdzić jaki być on faktyczny natura koniec wiadomość mój dawny blog domena obserwatoreu okazały się bycie dla miąć drogi kupić wraz hosting nie ten dostawca trzeba spowodować przenosiny nowy adres mieć zamiar uporządkować mój artykuł tak były jeden miejsce ten miejsce być strona być ten chwila bardzo dla miąć żeby przywrócić soba nawyk systematyczny pisanie niemniej jeśli mieć znajomy szkoła lub firma który myśl zamówienie pogadanka okołoastronomicznej polecać się obecny sytuacja ekonomiczny łapię się każdy fucha bowiem każdy para grosz się liczyć ten bardzo jeśli mieć spokój przetrwać rozpoczęcie kolejny projekt badawczy jakoś jesień jaka ładny obrazek wpis zamieszczać mój fotka obserwatorium Słowacja gdzie być miesiąc ten czysty niebo betelgezę się nie martwić,465,astronomia astronomiaodkuchni,2,0
post,words,words_count,hashtags,hashtags_count,label
"







             
     
Mirki może każdy się tu wypowie może ja źle rozumuje świat ale już sobie z tym nie radzę 
Mam  lat mieszkam w Chmielniku obok RzeszowaMam narzeczoną razem wynajmujemy mieszkanie 
Ja w sumie od momentu kiedy skończyłem technikum informatyczne poszedłem do pracy  od  lat ta sama robota  Serwis Kserokopiarek  na chwilę obecną  na rękę Narzeczona pracuje w drogerii w Galerii gdzie zarabia jakieś   jakiś  zł miesięcznie dokłada do  pensjizarabia na robieniu paznokci 
Teraz kalkulacja 
 czynsz  zł
 wynajem  zł
 jedzenie dla  osób  zł
 rachunki  zł
Czyli na samo przeżycie wydajemy  zł miesięcznie więc zostaje nam może miesięcznie  tysiąca  do odłożenia Kredytu nie dostaniemy raczej na zakup własnego mieszkania z taką zdolnością kredytową
Więc myślałem zmienić swój żywot i zapisałem się na zaoczne studia informatyki inżynierskie i się przebranżowić Myślicie że jest jeszcze dla mnie nadzieja gdzieś w  znaleźć pracę w IT dajmy tak żeby zarobić z  zł bo przypuszczam że przy moim serwisie ksero to już jest max co mogę zarobić Jestem już praktycznie po  semestrze w domu sam coś się uczę z mySQL i HTLMCSSJSPHP  może mi się uda gdzieś do IT w korpo w rzeszowie 

Jest jeszcze jedno rozwiązanie  zamieszkać z moimi rodzicami z  lata odkładać nasze pensje na mieszkanie  dobrać kredyt i tak potem kontynuować życie na kredycie jako serwisant kser i sprzedawczyni w drogerii 

Może się ktoś podzielić jak wygląda jego życie zmotywować mnie lub zdemotytować ale szczerze bo ja mam  lat i czuję że nic nie osiągnąłem  taki  totalny śmieć ludzki  a jak zobaczyłem wczoraj w milionerach typa w wieku  lat co robi w korpo i pół świata zjechał to aż mi się zrobiło słabo z powodu mojego życia 

Czy jest jeszcze szansa by walczyć o lepsze życie 
Z drugiej strony niektórzy znajomi mówią czego chcesz więcej od życia prace masz zdrowie masz to się ciesz 

 
 
Post dodany za pomocą skryptu AnonimoweMirkoWyznania    Zaakceptował 
Dodatek wspierany przez   


			    	    












 








",Mirka móc każdy się wypowiedzieć móc źle rozumować świat ale już soba ten nie radzić mieć lato mieszkać chmielnik obok rzeszowamam narzeczony razem wynajmować mieszkanie sum moment kiedy skończyć technikum informatyczny pójść praca lato sam robota serwis kserokopiarka chwila obecny ręka narzeczony pracować drogeria galeria gdzie zarabiać jakiś jakiś miesięcznie dokładać pensjizarabia robić paznokieć teraz kalkulacja czynsz wynajem jedzenie dla osoba rachunki czyli sam przeżycie wydawać miesięcznie więc zostawać my móc miesięcznie tysiąc odłożyć kredyt nie dostać raczy zakup własny mieszkanie taki zdolność kredytowy więc myśleć zmienić swój żywot zapisać się zaoczny studia informatyka inżynierski się przebranżowić myślić być jeszcze dla miąć nadzieja gdzie znaleźć praca dać tak żeby zarobić przypuszczać przy mój serwis ksero już być Max móc zarobić być już praktycznie semestr dom sam co się uczyć mysql htlmcssjsphp móc się udać gdzie korpo Rzeszów być jeszcze jedno rozwiązanie zamieszkać mój rodzica latać odkładać nasz pensja mieszkanie dobrać kredyt tak potem kontynuować życie kredyt jaka serwisant ksero sprzedawczyni drogeria móc się kto podzielić jak wyglądać on życie zmotywować miąć lub zdemotytować ale szczerze mieć lato czuć nic nie osiągnąć taki totalny śmieć ludzki jak zobaczyć wczoraj milioner typ wiek lato robić korpo póła świat zjechać się zrobić słabo powód mój życie czy być jeszcze szansa walczyć dobry życie drugi strona niektóry znajomy mówić czego chcieć dużo życie prace mieć zdrowie mieć się cieszyć post dodać pomoc skrypt anonimowemirkowyznania zaakceptować dodatek wspierać przez,234,anonimowemirkowyznania pracbaza zalesie kiciochpyta logikaniebieskichpaskow programowanie it depresja rzeszow,9,0
"







             



			    	    












 








",,0,codzienny4chan,1,0
"







             



			    	    












 








",,0,iran,1,0
"







            zaraz się okaże że ruskie niechcący przejmą Polskę w tym całym zamieszaniu
 


			    	    












 








",zaraz się okazać ruski chcieć przejąć Polska ten cały zamieszanie,10,iran,1,0
"







            O boże o kurwa
  



			    	    












 








",boży kurwa,2,f1 pdk,2,0
"







            No weeeź pokaż co tam oglądasz  ʕᴥʔ

     



			    	    












 








",weeeź pokazać tam oglądać ʕᴥʔ,5,pokazkota kitku koty smiesznypiesek zwierzaczki,5,0
"







               



			    	    












 








",,0,nsfw ladnapani kontenerynamleko,3,0
"







               



			    	    












 








",,0,p0lka feminizm humorobrazkowy,3,0
"







            Kto dziś bez śniadania w  daje plusa reszta dupa cicho 
  



			    	    












 








",kto dziś bez śniadanie dawać plus reszta dupa cicho,9,pracabaza heheszki humorobrazkowy,3,0
"







            Wiem że to nie jest śmieszne ale narazie bilans wojny jest taki
Jeden martwy generał
 stratowanych w wyniku paniki na pogrzebie generała

  XDDD



 


			    	    












 








",wiedzieć nie być śmieszny ale naraz bilans wojna być taki jeden martwy generał stratować wynik panika pogrzebać generał xddd,19,wojna iran,2,0
"







            Z serii próbuje być śmieszny   



			    	    












 








",seria próbować bycie śmieszny,4,heheszki facebookowaglupota,2,0
"







                



			    	    












 








",,0,memy iran wojna humorobrazkowy,4,0
"







                 



			    	    












 








",,0,f1 kubica dtm heheszki powrutcontent,5,0
"







            Wcale niepodobny  º ʖº
   



			    	    












 








",wcale niepodobny,2,f1 kubica syf1,3,0
"







               



			    	    












 








",,0,heheszki humorobrazkowy tatuaze,3,0
post,words,words_count,hashtags,hashtags_count,label
"







            PLUS   RAKIETA W STRONĘ IRANU   



			    	    












 








",plus rakieta strona Iran,4,iran usa,2,0
"







            Czaicie miny tych ludzi co wstaną rano
xDDDDDDDDDDDDDDDDDDDDDDDDDDD

 


			    	    












 








",czaić mina ten człowiek wstać rano xddddddddddddddddddddddddddd,7,iran,1,0
"







             



			    	    












 








",,0,iran,1,0
"







             nr  Nokia  r

Kolejna Nokia z gatunku tych dziwnych skierowana wg wikipedii do fashion conscious
Cena na premierę 

Główne funkcje z ulotki
 Wyświetlacz xpx  kolorów
 aparat MP X cyfrowy zoom
 Symbian 
 MB pamięci oraz karta pamięci MB w zestawie
 intrygujące wzronictwo

Zapraszam do obserwowania mojego tagu gdzie codziennie publikuje ulotki opisujące stare telefony sprzed ery smartphonów

   



			    	    












 








",Nokia kolejny Nokia gatunek ten dziwny skierować Wikipedia fashion conscious cena premiera główny funkcja ulotka wyświetlacz xpx kolor aparat cyfrowy zoom symbian pamięć oraz karta pamięć zestaw intrygujący wzronictwo zapraszać obserwować mój tag gdzie codziennie publikować ulotka opisywać stary telefon sprzed era smartphonów,43,codziennienowydumbphone telefony ciekawostki,3,0
"







               



			    	    












 








",,0,prawackianalcontent bekazprawakow urojeniaprawakoidalne,3,0
"







            OFICJALNIE W bombardowaniu bazy zginęło trzech polaków
Nie odnotowano żadnych strat
  


			    	    












 








",oficjalnie bombardowanie baza zginąć trzy polak nie odnotować żaden strata,10,iran wojna,2,0
"







            Rafał Betlejewski na swoim profilu facebookowym lubi tworzyć własną kłamliwą wersję historii Polski   główny motyw jakim operuje ów osobnik to obarczanie Polaków winą za Holokaust Brak słów

     



			    	    












 








",Rafał Betlejewski swój profil facebookowy luby tworzyć własny kłamliwy wersja historia polski główny motyw jaki operować osobnik obarczać polak winąć holokaust brak słowo,23,bekazpodludzi bekazlewactwa cotusieodpierdala 4konserwy konfederacja,5,0
"







            To kurwa niezły sylwester kurski odjebal ze tydzien pozniej w iranie petardy spadaja
 


			    	    












 








",kurwa niezły sylwester kurski odjebal tydzien pozniej Iran petarda spadaja,10,iran,1,0
"







            Przed nami w tym miesiącu  spraw sądowych   naszych w tym dwie w Naczelnym Sądzie Administracyjnym i  klientów  do których się przyłączyliśmy Min z Ministrem Obrony Narodowej wydatki z kart służbowych Ministrem Rozwoju i Finansów korespondencja z agencją ratingową Moodys z Wyższym Sądem Dyscyplinarnym Krajowej Izby Radców Prawnych orzeczenia dyscyplinarne radców Ministrem Nauki i Szkolnictwa Wyższego lista wniosków rekomendowanych do przyznania stypendium naukowego wraz z wysokością punktów oraz TVP umowy z Opolem na organizację festiwalu 
Trzymajcie za nas kciuki   ʖ 
Więcej na naszej stronie 

PS Do naszych spraw sądowych możecie dorzucić się wpłacając darowiznę na konto nr        Dziękujemy

  Powoli zapamiętujcie sobie też nasz nr KRS    ʖ 
  


			    	    












 








",przed my ten miesiąc sprawa sądowy nasz ten dwa naczelny sąd administracyjny klient który się przyłączyć minuta minister obrona narodowy wydatek kart służbowy minister rozwój finanse korespondencja agencja ratingowy moodys wysoki sąd dyscyplinarny krajowy izba radca prawny orzeczenie dyscyplinarny radca minister nauka szkolnictwo wysoki lista wniosek rekomendować przyznanie stypendium naukowy wraz wysokość punkt oraz TVP umowy opole organizacja festiwal trzymać my kciuk dużo nasz strona nasz sprawa sądowy móc dorzucić się wpłacać darowizna konto dziękować powoli zapamiętywać soba tenże nasz KRS,81,,0,0
"







            Nie mam nic przeciwko normalnym katolikom ale jestem przeciwny promowaniu tej ideologii w przestrzeni publicznej Dlaczego oni ciągle muszą się z tym ostentacyjnie obnosić robić jakieś procesje przez środek miasta hałasując dzwonami swoich świątyń Naprawdę nie interesuje mnie kto co robi sobie w domu ale niech nie obnosi się z tym publicznie Nie mam nic do normalnych katolików ale przeszkadzają mi aktywiści którzy propagują swoją ideologię mającą na celu zniszczyć tradycyjną pogańską polskę

          



			    	    












 








",nie mieć nic przeciwko normalny katolik ale być przeciwny promować ten ideologia przestrzenić publiczny dlaczego on ciągle muszy się ten ostentacyjnie obnosić robić jakiś procesja przez środek miasto hałasować dzwon swój świątynia naprawdę nie interesować miąć kto robić soba dom ale niech nie obnosić się ten publicznie nie mieć nic normalny katolik ale przeszkadzać aktywista który propagować swój ideologia maić cel zniszczyć tradycyjny pogański Polska,65,bekazkatoli bekazprawakow bekaznarodowcow bekazpodludzi lgbt homoseksualizm heheszki bekazlewactwa teczowepaski,9,0
"







            Tymczasem najważniejsze newsy wg Gazetypl 

 



			    	    












 








",tymczasem ważny news gazetypl,4,iran,1,0
"







            Rzecznik prasowy polskich kibiców deklaruje że są w pełnej gotowości bojowej 

    



			    	    












 








",rzecznik prasowy polski kibic deklarować pełny gotowość bojowy,8,iran irak wojna usa,4,0
"







             
Dzisiaj oglądałem odcinek se  i jak widać to ponadczasowy serial                			



			    	    












 








",dzisiaj oglądać odcinek jak widać ponadczasowy serial,7,wojna iran southpark,3,0
"







            Nie wierzę ka w to co widzęTo jakaś fikcja
    



			    	    












 








",nie wierzyć widzęto jakiś fikcja,5,iran usa wojna irak,4,0
"







            Zajebał mi wpisktóry jest w gorących i jeszcze mnie zwyzywal dzban XD

  



			    	    












 








",zajebać wpisktóry być gorący jeszcze miąć zwyzywal dzban,8,patologia iran,2,0
post,words,words_count,hashtags,hashtags_count,label
"







            Moja mała blondyneczko 乁 ʖㄏ
   



			    	    












 








",mój mały blondyneczka,3,emiliaclarke ladnapani slodkijezu,3,0
"







            Zbigniew Stonoga opuszcza więzienie Rok  Koloryzowane 

   
  



			    	    












 








",Zbigniew stonoga opuszczać więzienie rok koloryzować,6,heheszki humorobrazkowy kapitanbomba stonoga,4,0
"







            Dostałem za nic miesiąc temu bana bezpodstawnie
   



			    	    












 








",dostać nic miesiąc ten ban bezpodstawnie,6,zalesie moderacjacontent adamowicz,3,0
"







              



			    	    












 








",,0,ladnadziewczyna alternatywkaboners,2,0
"







            Reżim PiSowki wywołał wojnę między USA i Iranem żeby przykryć aresztowanie Stonogi 

  


			    	    












 








",reżim pisowki wywołać wojna między USA Iran żeby przykrycie aresztowanie stonoga,11,iran stonoga,2,0
"







                   

  Jeżeli jakiś obrazek który wrzucam na wykop był już tu wrzucany albo jeżeli jest nieprawdziwy to pisać to w komentarzach
  



			    	    












 








",jeżeli jakiś obrazek który wrzucać wykop być już wrzucać alba jeżeli być nieprawdziwy pisać komentarz,15,chrzescijanstwo katolicyzm polska kosciol heheszki humorobrazkowy religia bekazkatoli,8,0
"







            Jeśli zbombardują Dubaj to gdzie nasze   modelki będą jeść kupy bogatych szejków
    


			    	    












 








",jeśli zbombardować Dubaj gdzie nasz modelka być jeść kupa bogaty szejk,11,p0lka iran ww3 gownowpis heheszki,5,0
"







            Antyszczepy zawsze śmieszą   ʖ 

    



			    	    












 








",antyszczep zawsze śmieszyć,3,heheszki bekazpodludzi szczepienia antyszczepionkowcy,4,0
"







            Gruby facet  jebany ulaniec bez ambicji

Gruba kobieta  body positive modelka plus size

   


			    	    












 








",gruby facet jebać ulaniec bez ambicja gruby kobieta body positive modelka plus size,13,przegryw stulejacontent logikarozowychpaskow,3,0
"







            Ja zawijam
 



			    	    












 








",zawijać,1,iran,1,0
"







            

 



			    	    












 








",,0,mariademina ladnapani nsfw,3,0
"







                
 



			    	    












 








",,0,ladnapani nsfw pornopani tyleczki cycki uplawygirls,6,0
"







            

 fajna data nie

kolejne pokolenia łatwo ją zapamiętają na sprawdzian jako datę trzeciej światowej

Gdzieś tam na pustyni od nalotów giną ludzie zgliszcza jeszcze sie palą a z baz w Izraelu już lecą F w kontrofensywie Śmierć krew ból

Chuj wie co bedzie

Tymczasem my na drugim końcu świata leżymy sobie w łóżeczkach robiąc sobie jaja jebnie czy nie jebnie na portalu ze śmiesznym obrazkami Dziwne to czasy 

Nigdy informacje o konfliktach na świecie nie były tak powszechne jak teraz Rozwoj technolgii sprawi że za kilka lat wojny bedziemy oglądać na żywo z dronów i to pewnie w ktoś bedzie przyjmował zakłady na to która strona wygra 

Pojebany rok się szykuje  



			    	    












 








",fajny data nie kolejny pokolenie łatwo zapamiętać sprawdzian jaka data trzeci światowy gdzie tam pustynia nalot ginąć lud zgliszcze jeszcze si palić baza Izrael już leca kontrofensywa śmierć krew ból chuj wiedzieć Beda tymczasem drugi koniec świat leżeć soba łóżeczko robić soba jaja jebnąć czy nie jebnąć portal śmieszny obrazek dziwny czas nigdy informacja konflikt świat nie były tak powszechny jak teraz rozwoj technolgii sprawić kilka lato wojna bedziemy oglądać żywo dron pewnie kto Beda przyjmować zakład który strona wygrać pojebać rok się szykować,84,iran,1,0
"







            Plscy kierofcy standardowo  rozwalanie pociągów na torach to już standard Oczywiście był to zawodowy Szkoda Sprintera na pewno znając IC  mają tyle odstawionych na zapas tyle co nic i będą cierpieć przez to pasażerowie

       



			    	    












 








",plscy kierofcy standardowo rozwalać pociąg tor już standard oczywiście być zawodowy szkoda sprinter pewno znać maić tyli odstawić zapas tyli nic być cierpieć przez pasażer,25,kolej pkp intercity patologiazewsi kierowcy bekaztransa,6,0
"







            CNN xDDD Iran atakuje na USA sytuacja powazna grozi wojna XDDD sec pozniej reklama leku na ASTME xD  wiek to stan umyslu 
 


			    	    












 








",CNN xddd Iran atakować USA sytuacja powazna grozić wojna xddd sec pozniej reklama lek astme wiek stan umyslu,18,iran,1,0
post,words,words_count,hashtags,hashtags_count,label
"







            Trump to musi niezly kociol miec w glowie
Chciał ich troche postraszyc a tu sie okazlo ze
 sami zaczeli sie zabijac ze strachu przed samym soba na pogrzebie
 wystrzelili kilkanascie rakiet nie zranili nawet żula ktory przechodzil przypadkiem szukajac zlomu
 naklikali cos na komputerach i zestrzelili ukrainski samolot ze swoimi ludzmi
 teraz zamiast bic sie z usa to mysla co powiedziec ukraincom i zajebali nawet im czarna skrzynke
z dotychczasowych obliczen wynika ze wieksza szansa jest na to ze amerykanski zolnierz zginie przejechany na pasach przez tomasza hajte niz z reki iranczyka

   


			    	    












 








",Trump muszy niezly kociol miec Glów chcieć on troche postraszyc si okazlo sam zaczeli si zabijac strach przed sam soba pogrzebać wystrzelić kilkanascie rakieta nie zranić nawet żul ktory przechodzil przypadek szukajac zlomu naklikali cos komputer zestrzelić ukrainski samolot swój ludzmi teraz zamiast bic si USA mysla powiedziec ukraincom zajebać nawet czarny skrzynke dotychczasowy obliczen wynikać wieksza szansa być amerykanski zolnierz zginąć przejechany pas przez Tomasz hajte niz rek iranczyka,70,usa iran,2,0
"







            Łukasze Warzechy i śmietanka grzybiastej prawicy tego świata

Pożary w Australii zawsze były xD Patrzcie gazeta z  o patrzcie news z  roku po Chrystusie wtedy też się paliło lewactwo wpada w histerie i wszędzie wpierdala to globalne ocieplenie xD Tam zawsze byly i bedą pozary

Naukowe suche brutalne fakty

  z  najcieplejszych lat odnotowywanych w Australii przypadło po  roku

 W Melbourne w latach  śr intensywność fal gorąca wzrosła o C

 Od poł lat tych płdwsch Australia zanotowała  spadek opadów jesiennozimowych

  c Jakub WiechTwitter


Podobnie jak wywodzący się z prawicy antyszczepionkowcy swoją upartą szurską próbą negowania rzeczywistości zapracowali na miano proepidemików tak denialistów klimatycznych można nazywać klubem proapokaliptyków   ʖ 

        



			    	    












 








",Łukasz warzecha śmietanka grzybiasty prawica ten świat pożar Australia zawsze były patrzeć gazeta patrzeć news rok Chrystus wtedy tenże się palić lewactwo wpadać histeria wszędzie wpierdalać globalny ocieplenie tam zawsze byly Beda pozary naukowy suchy brutalny fakt ciepły lato odnotowywać Australia przypaść rok Melbourne lato intensywność fala gorący wzrosły poł lato ten płdwsch Australia zanotować spadek opad jesiennozimowy Jakuby wiechtwitter podobnie jak wywodzić się prawica antyszczepionkowcy swój uparty szurską próba negować rzeczywistość zapracować mieć proepidemików tak denialistów klimatyczny możny nazywać klub proapokaliptyków,82,neuropa bekazprawakow klimat australia pozar 4konserwy geografia,7,0
"







            Pomyślcie co poczują rodziny ofiar z tego Boeinga po przebudzeniu 

Japierdole 
 


			    	    












 








",pomyśleć poczuć rodzina ofiara ten boeing przebudzenie japierdole,8,iran,1,0
"







            polska właśnie wysłała okręty podwodne klasy Popiełuszko do zatoki perskiej  


			    	    












 








",polski właśnie wysłać okręt podwodny klasy Popiełuszko zatoka perski,9,iran,1,0
